name,slug,description,price,category,image_url,in_stock,colors
Enzo,t204-enzo,"- Warm Brown Finish
- Hand Carved Table Accents
- Traditional Accented Table Apron
- Hardwood Mixed Construction
- Coordinates with U204 and U205 Collection
- **Coffee Table:** 56""W x 33”D x 20""H
- **End Table:** 26”W x 26”D x 23.5”H
- **Sofa Table:** 56”W x 20”D x 31”H",0.0,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T204_Enzo.png'],False,['#964B00']
Ardsley,t206-ardsley,"- Gray Wood Finish
- Hand Carved accents
- Traditional Style Table Apron and Legs
- Hardwood Mixed Construction
- Coordinates with U203 and U206 Collection
- Coffee Table 48""W x 24""D x 19""H
- End Table 24""W x 24""D x 24""H",809.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T206_Ardsley.png'],True,['#808080']
Jackson,t207-jackson,"- Warm Brown Finish
- Traditional Accented Table Apron
- Squared Edge Tabletop
- Coordinates with U207 Collection
- Coffee Table a""W x b""D x c""H
- End Table a""W x b'D x c""H",0.0,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T207_Jackson.png'],False,['#964B00']
Carolmore,t208-carolmore,"- Ebony Black Wood Finish
- Hard Carved Table Accents
- Traditional Style Table Apron and Legs
- Hardwood Mixed Construction
- Coordinates U208 Collection
- **Coffee Table:** 48""W x 24""D x 19""H
- **End Table:** 24""W x 24""D x 24”H",809.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T208_Carolmore.png'],True,['#000000']
Jocelyn,t270-t271-jocelyn,"- Brown Faux Marble Top
- Chrome Table Base
- Neutral Accents
- Adjustable Levelers
- Stainless Steel Hardware
- **Coffee Table:** 35""W x 35""D x 19""H
- **End Table:** 23""W x 23""D x 23""H",389.99,OCCASIONAL COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T270_Jocelyn.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T271_Jocelyn.png']",True,"['#808080', '#964B00']"
Kaida,t285-kaida,"- 8mm Tempered Glass Tops
- Black Tempered Glass Base
- Boat Shaped Design
- Tubular Steel Chrome Pillars
- Attached Glass Tops
- **Coffee Table:** 48""W x 24""D x 20""H
- **End Table:** 24""W x 24""D x 23""H",359.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T285_Kaida.png'],True,['#000000']
Raine,t300-raine,"- 8mm Tempered Glass Tops
- Black Trim Accents
- Tubular Infused Base
- 8mm Tempered Glass Black Underlying Shelf
- Electrostatic Baked on Gray Finish
- **Coffee Table:** 48""W x 24""D x 19""H
- **End Table:** 24""W x 24""D x 24”H",319.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T300_Raine.png'],True,"['#000000', '#808080']"
Sienna,t301-sienna,"- 8mm Black Tempered Glass Top
- Black Tempered Glass Shelf
- Tubular Steel Black Table Legs
- Rounded Table Edges
- Powder Coated Finish
- Black Accents
- Chrome Tabletop Accents
- **Coffee Table:** 48""W x 24""D x 19""H
- **End Table:** 24""W x 24""D x 24""H",319.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T301_Sienna.png'],True,['#000000']
Tahlia,t302-tahlia,"- 8mm Clear Tempered Glass Top
- Black Accented Trim
- Black Tempered Glass Shelf
- Tubular Steel Black Table Legs
- Rounded Table Edges
- Powder Coated Finish
- Black Accents
- Chrome Tabletop Accents
- **Coffee Table:** 48""W x 24""D x 19""H
- **End Table:** 24""W x 24""D x 24""H",319.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T302_Tahlia.png'],True,['#000000']
Blakely,t304-blakely,"- 8mm Clear Tempered Glass Top
- Bullnose Edges
- Stroking Circle Bases
- Chrome Finish
- Attached Glass Tops
- **Coffee Table:** 48""W x 31""D x 20""H
- **End Table:** 26""W x 26""D x 22”H",319.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T304_Blakely.png'],True,[]
Astoria,t306-rd-astoria,"- 8mm Clear Tempered Glass
- High Gloss Red Finish
- Beveled Edges
- Chrome Accents
- Geometric Molded Base
- Coffee Table 48""W x 24""D x 18""H
- End Table 24""W x 24""D x 22""H",479.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T306-RD_Astoria.png'],True,['#FF0000']
Astoria,t307-bk-astoria,"- 8mm Clear Tempered Glass
- High Gloss Black Finish
- Beveled Edges
- Chrome Accents
- Geometric Molded Base
- Coffee Table 48""W x 24""D x 18""H
- End Table 24""W x 24""D x 22""H",569.97,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T307-BK_Astoria.png'],True,['#000000']
Astoria,t308-astoria,"- 8mm Clear Tempered Glass
- High Gloss Gray Finish
- Beveled Edges
- Chrome Accents
- Geometric Molded Base
- **Coffee Table:** 48""W x 24""D x 18""H
- **End Table:** 24""W x 24""D x 22""H",519.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T308_Astoria.png'],True,['#808080']
Audrey,t309-t310-t311-audrey,"- 8mm Tempered Glass Tops
- Beveled Edges, Chrome Pillar Accents, 8mm Black Tempered Glass Shelf, High Gloss Red Finish Base
- **Coffee Table:** 48""W x 24""D x 18""H
- **End Table:** 24""W x 24""D x 22""H",359.97,OCCASIONAL COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T309_Audrey.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T310_Audrey.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T311_Audrey.png']",True,"['#000000', '#808080', '#FF0000']"
Kyla,t316-kyla,"- 8mm Clear Tempered Glass Top
- Black Powder Coated Base
- Tubular Steel Construction
- Suction Cup Tabletop
- Geometric Shape design
- Coffee Table 48""W x 24""D x 19""H
- End Table 22""W x 22""D x 24""H",269.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T316_Kyla.png'],True,['#000000']
Beverly,t320-t321-t322-beverly,"- Curved Molded Base
- Red High Gloss Finish
- 8mm Tempered Glass Top
- Attached Glass Top
- **Coffee Table:** 49”W x 25""D x 19""H",319.99,OCCASIONAL COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T320_Beverly.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T321_Beverly.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T322_Beverly.png']",True,"['#000000', '#808080', '#FF0000']"
Melina,t335-t336-melina,"- Brown Faux Marble Tabletop
- Neutral Tone Accents
- Black Powder Coated Table Legs
- Hour Glass Inspired Accents
- Adjustable table Levelers
- Coffee Table 48""W x 24""D x 19""H
- End Table 24""W x 24""D x 23""H",289.99,OCCASIONAL COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T335_Melina.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T336_Melina.png']",True,"['#000000', '#808080', '#964B00']"
Noelle,t340-noelle,"- 10mm Cleared Tempered Glass
- Beveled Glass Accents
- Black Powder Coated Legs
- Tubular Steel Construction
- Chrome Accented Table Levelers
- Coffee Table 48""W x 24""D x 19""H
- End Table 24""W x 24""D x 23""H",249.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T340_Noelle.png'],True,['#000000']
Waverly,t680-waverly,"- Black Faux Marble Tops
- White Accents
- Polyurethane Finish
- Gun Metal Gray Finish Legs
- Grid Style Apron
- Coffee Table 48""W x 24""D x 18""H
- End Table 22""W x 20""D x 21""H",269.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T680_Waverly.png'],True,"['#000000', '#808080', '#FFFFFF']"
Xandra,t700-xandra,"- Brown Faux Marble Tops
- Light Brown Accents
- Polyurethane Finish
- Black Powder Coated Metal Legs
- Coffee Table 48""W x 24""D x 16""H
- End Table 22""W x 20""D x 21""H",229.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T700_Xandra.png'],True,"['#000000', '#964B00']"
Yasmin,t759-yasmin,"- Brown Faux Marble Tops
- Polyurethane Finish
- Grid Style Apron
- Gray Finish Legs
- Coffee Table 44""W x 22""D x 18""H
- End Table 22""W x 18"" D x 21""H",199.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T759_Yasmin.png'],True,"['#808080', '#964B00']"
Arbor,t761-arbor,"- Gray Faux Marble Tops
- Polyurethane Finish
- Grid Style Apron
- Gray Finish Legs
- Coffee Table 44""W x 22""D x 18""H
- End Table 22""W x 18"" D x 21""H",199.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T761_Arbor.png'],True,['#808080']
Archer,w035-archer,"- Platinum Silver Finish
- Mirror Insert Accents
- Contemporary Front Apron Design
- Fire Insert is interchangeable with Crystal Accents
- Entertainment Shelf
- Crystal Drawer Handles
- Coordinates with B035 Bedroom Collection, D082 Dining Collection, and T035 Occasional Collection
- Fireplace Insert Sold Separately
- Fireplace Insert 63""W x 19""D x 36""H",719.99,ACCENTS COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/W035_Archer.png'],True,['#C0C0C0']
Everett,w125-everett,"- Platinum Silver Finish
- Mirror Front Incerts
- Crystal Drawer Knobs
- Entertainment Shelf
- Subtle Beaded Accents
- Fireplace Ready
- Fireplace Insert Sold Separately
- **TV Stand:** 60”W x 16""D x 35""H",899.99,ACCENTS COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/W125_Everett.png'],True,['#C0C0C0']
Willow,w498-willow,"- 8mm Black Tempered Glass
- Tubular Steel Frame
- Attached Top
- Black Chrome Accents
- Three Supporting Shelving Units
- **TV Stand:** 55”W x 18""D x 22""H",179.99,ACCENTS COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/W498_Willow.png'],True,['#000000']
Brinley,w500-brinley,"- Black Tempered Glass Tops
- Tubular Steel Frame
- Attached Top
- Chrome Accents
- Two Supporting Shelving Units
- TV Stand 55""W x 18""D x 18""H",159.99,ACCENTS COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/W500_Brinley.png'],True,['#000000']
Ariauna,w502-ariauna,"- Black Tempered Glass Tops
- Tubular Steel Frame
- Chrome Accents
- Attached Top
- Three Supporting Shelving Units
- **TV Stand:** 42”W x 18""D x 22""H",159.99,ACCENTS COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/W502_Ariauna.png'],True,['#000000']
Zaria,w600-zaria,"- LED Fire Burning Realistic Flame
- Faux Crystal Accents
- LED Backlit
- Dim Level Changes to Three Stages
- **Fireplace Insert:** 27”W x 5""D x 18""H",269.99,ACCENTS COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/W600_Zaria.png'],True,[]
Yara,w605-yara,"- Faux Wood Firewood Burning Log
- Faux Brick Backlit
- LED Realistic Flame
- Dim Level Changes to Three Stages
- Capable to Warm up to 400 Square Feet
- Heat Function Can Be On/Off
- **Fireplace Insert:** 27”W x 5""D x 18 H",259.99,ACCENTS COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/W605_Yara.png'],True,[]
Xanthe,a1000-xanthe,"- 8mm Mirror Overlaying MDF and Particle Board
- 3D Accented Effect
- Multi Color LED Accents
- Accented with White Lamp Shade
- **LED Floor Lamp:** 12”W x 12""D x 54""H",349.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A1000_Xanthe.png'],True,['#FFFFFF']
Vienna,a1010-vienna,"- 8mm Mirror Overlaying MDF and Particle Board
- 3D Accented Effect
- Beveled Edges
- Multi Color LED Accents
- Accented with White Lamp Shade
- **LED Floor Lamp:** 12”W x 10""D x 56""H",339.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A1010_Vienna.png'],True,['#FFFFFF']
"Tuscan, A1020 Allison","a1015-tuscan,-a1020-allison","- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- Squared Box Design
- Beveled Edges
- Accented with White Lamp Shade
- 8mm Mirror Overlaying MDF and Particle Board
- Waterfall lamp Design
- Crushed Glass Accents
- Beveled Edges
- Accented with White Lamp Shade
- LED Floor Lamp 12""W x 12""D x 56""H
- LED Floor Lamp 12""W x 12""D x 56""H",0.0,ACCESSORIES COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A1015_Tuscan,_A1020_Allison.png']",False,['#FFFFFF']
"Bryant, A1030 Everly","a1025-bryant,-a1030-everly","- 8mm Mirror Overlaying MDF and Particle Board
- Raindrop Glass Accents
- Semi Vertical Desig n
- Beveled Edges
- Accented with White Lamp Shade
- Trickle Effect
- **A1025 Bryant Floor Lamp:** 12""W x 12""D x 56""H
- **A1030 Everly Floor Lamp:** 12""W x 12""D x 56 ""H",329.99,ACCESSORIES COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A1025_Bryant,_A1030_Everly.png']",True,['#FFFFFF']
Genevieve,a1035-genevieve,"- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- Zig Zag Accent De sign
- Beveled Edges
- Accented with White Lamp Shade
- **Floor Lamp:** 12 ""W x 10""D x 56""H",0.0,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A1035_Genevieve.png'],False,['#FFFFFF']
Isadora,a2000-isadora,"- 8mm Mirror Overlaying MDF and Particle Board
- Fine Crushed Glass Accents
- Beveled Edges
- LED Backlit Accent Lighting
- Black Glass Background
- **LED Wall Art:** 47”W x 32”D x 2”H",319.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A2000_Isadora.png'],True,['#000000']
Rayne,a2010-rayne,"- 8mm Tempered Glass Overlaying MDF and Particle Board
- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- Beveled Edges
- **World Map LED Wall Art:** 47°W x 32 D x 2""H",319.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A2010_Rayne.png'],True,[]
Serenity,a2015-serenity,"- 8m m Tempered Glass Overlaying MDF and Particle Board
- LED Backlit Accents
- Touch Button On/Off Function
- Beveled Edges
- **Tiger LED Wall Art:** 32""W x 39""D x 2""H",269.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A2015_Serenity.png'],True,[]
Talia,a2020-talia,"- 8mm Tempered Glass Overlaying MDF and Particle Board
- LED Backlit Accents
- Touch Button On/Off Function
- Beveled Edges
- **Leopard LED Wall Art:** 32”W x 32""D x 2""H",219.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A2020_Talia.png'],True,[]
Finnegan,a2025-finnegan,"- 8mm Mirror Overlaying MDF and Particle Board
- Beveled Edges
- Mirrored Frame
- LED Backlit Accents
- Touch Button On/Off Function
- **Heart LED Wall Art:** 32”W x 32""D x 2""H",219.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A2025_Finnegan.png'],True,[]
Greyson,a2030-greyson,"- 8mm Mirror Overlaying MDF and Particle Board
- Beveled Edges
- Mirrored Frame
- LED Backlit Accents
- Touch Button On/Off Function
- **Spade LED Wall Art:** 35”W x 24""D x 2""H",199.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A2030_Greyson.png'],True,[]
Holden,a2035-holden,"- 8mm Mirror Overlaying MDF and Particle Board
- Beveled Edges
- Mirrored Frame
- LED Backlit Accents
- Touch Button On/Off Function
- **Skull LED Wall Art:** 24”W x 24""D x 2""H",69.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A2035_Holden.png'],True,[]
Isaiah,a3000-isaiah,"- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- 8mm Tempered Glass Storage Shelving
- LED Backlit Accents
- Roman Numeral Clock Design
- Faux Crystal Drawer Knob
- One Drawer Base Storage
- **Grandfather Clock:** 18”W x 8""D x 63""H",0.0,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A3000_Isaiah.png'],False,[]
Jaxon,a3005-jaxon,"- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- Vertical Design Accents
- Roman Numeral Clock Design
- Beveled Edges
- 8mm Tempered Glass Shelving
- LED Backlit Accents
- Grandfather Clock 18""W x 8""D x 63""H",0.0,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A3005_Jaxon.png'],False,[]
"Wilder, A3015 Xavier","a3010-wilder,-a3015-xavier","- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- Mantle Style Design
- Beveled Edges
- Roman Numeral Clock Design
- 8mm Tempered Glass Shelving
- LED Backlit Accents
- Single Drawer Storage
- Faux Crystal Drawer Knob
- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- Beveled Edges
- 8mm Tempered Glass Shelving
- LED Backlit Accents
- Single Drawer Storage
- Faux Crystal Drawer Knob
- Grandfather Clock 18""W x 8""D x 63""H
- Grandfather Clock 18""W x 8""D x 63""H",429.99,['ACCESSORIES COLLECTION'],"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A3010_Wilder,_A3015_Xavier.png']",True,[]
"Loretta, A3105 Yates","a3100-loretta,-a3105-yates","- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- Beveled Edges
- Reenforced Wall Hanging Mechanism
- Mantle Upright Design
- Roman Numeral Clock Design
- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- Beveled Edges
- Mantle Upright Design
- Reenforced Wall Hanging Mechanism
- Roman Numeral Clock Design
- Wall Clock 14""W x 3""D x 34""H",139.99,ACCESSORIES COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A3100_Loretta,_A3105_Yates.png']",True,[]
"Zaiden, A3205 Axl","a3200-zaiden,-a3205-axl","- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- Beveled Edges
- Geometric Shape Accent Design
- Reenforced Wall Hanging Mechanism
- Roman Numeral Clock Design
- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- Beveled Edges
- Roman Numeral Design Imputed in Frame
- Reenforced Wall Hanging Mechanism
- Wall Clock 24""W x 24""D x 2""H
- Wall Clock 24""W x 24""D x 2""H",2.11999,['ACCESSORIES COLLECTION'],"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A3200_Zaiden,_A3205_Axl.png']",True,[]
"Beckham, A3215 Caden","a3210-beckham,-a3215-caden","- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- Beveled Edges
- Roman Numeral Accents Imputed in Frame
- Reenforced Wall Hanging Mechanism
- Wall Clock 24""W x 24""D x 2""H",119.99,ACCESSORIES COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A3210_Beckham,_A3215_Caden.png']",True,[]
"Darian, A4005 Ethan","a4000-darian,-a4005-ethan","- 8mm Mirror Overlaying MDF and Particle Board
- Crushed Glass Accents
- Beveled Edges
- Tempered Glass Candle Holder Base
- 8mm Mirror Overlaying MDF and Particle Board
- Rain Drop Glass Accents
- 8mm Tempered Glass Accents on Sides
- Beveled Edges
- **Accent Candleholder:** 12”W x 5""D x 13.5""H
- **Accent Candleholder:** 8”W x 8.5""D x 14""H",119.99,ACCESSORIES COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A4000_Darian,_A4005_Ethan.png']",True,[]
"Fletcher, A4050 Gideon","a4010-fletcher,-a4050-gideon","- 8mm Mirror Overlaying MDF and Particle Board
- Ripple Effect Exterior and Interior Accents
- Beveled Edges
- Tempered Glass Accent for Candle Holder
- **Fletcher:** 12""W x 4""D x 13""H
- **Gideon A:** 5""W x 4""D x 18""H
- **Gideon B:** 5""W x 4""D x 14""H
- **Gideon C:** 5""W x 4""D x 10.5""H",8999.0,ACCESSORIES COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A4010_Fletcher,_A4050_Gideon.png']",True,[]
"Harrison, A4060 Yvette","a4055-harrison,-a4060-yvette","- 8mm Mirror Overlaying MDF and Particle Board
- Fine CurshedInterior Accents
- Beveled Edges
- Tempered Glass Accent for Candle Holder
- **Harrison:** A. 5”W x 5”D x 15”H
- B. 5”W x 5”D x 13”H
- C. 5”W x 5”D x 11.5”H
- **Yvette:** A. 5”W x 5”D x 15”H
- B. 5”W x 5”D x 13”H
- C. 5”W x 5”D x 11.5”H",0.0,ACCESSORIES COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A4055_Harrison,_A4060_Yvette.png']",False,[]
Axlene,a5000-axlene,"- King Size
- 100% Memory Foam
- Bamboo-Infused Cover
- Roll Packed in Non-woven Bag
- Pillow Protector Highly Advised to Keep Pillow Fresh
- Relieves Insomnia, Snoring, Asthma, Neck Pain, TMJ, and Migranes
- **King Size:** 36""W x 19""D",0.0,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A5000_Axlene.png'],False,[]
Zuriel,a5001-zuriel,"- Queen Size
- 100% Memory Foam
- Bamboo-Infused Cover
- Roll Packed in Non-woven Bag
- Pillow Protector Highly Advised to Keep Pillow Fresh
- Relieves Insomnia, Snoring, Asthma, Neck Pain, TMJ, and Migranes
- **Queen Size:** 28""W x 19""D",129.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/A5001_Zuriel.png'],True,[]
Allie,st100-allie,"- Luxurious Velvet
- Hand Applied Silver Nail Head Trim
- Chrome Base
- Hydraulic Mechanism
- Button Tufted Accents
- Chrome Posterior Accent Handle
- Available in Black, Gray, Pink, White
- **Bar Stool:** 19” W x 22""D x 40-47.6""H",249.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/ST100_Allie.png'],True,"['#000000', '#808080', '#C0C0C0', '#FFC0CB', '#FFFFFF']"
Alma,st105-alma,"- Luxurious Velvet
- Hand Applied Silver Nail Head Trim
- Chrome Base
- Hydraulic Mechanism
- Button Tufted Accents
- Available in Black, Gray, Pink, White
- **Bar Stool:** 24""W x 22.4""D x 38-46""H",139.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/ST105_Alma.png'],True,"['#000000', '#808080', '#C0C0C0', '#FFC0CB', '#FFFFFF']"
Amelia,st110-amelia,"- Luxurious Velvet
- Chrome Base
- Hydraulic Mechanism
- Button Tufted Accents
- Available in Black, Gray, Pink, White
- **Bar Stool:** 24""W x 24.4""D x 41-49""H",129.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/ST110_Amelia.png'],True,"['#000000', '#808080', '#FFC0CB', '#FFFFFF']"
Andrea,st115-andrea,"- Luxurious Velvet
- Hand Applied Silver Nail Head Trim
- Chrome Base
- Hydraulic Mechanism
- Button Tufted Accents
- Diamond Stitching Posterior
- Available in Black, Gray, Pink, White
- **Bar Stool:** 21.3""W x 22""D x 41-49""H",119.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/ST115_Andrea.png'],True,"['#000000', '#808080', '#C0C0C0', '#FFC0CB', '#FFFFFF']"
Angelina,st120-angelina,"- Air Gel Leather
- Chrome Base
- Hydraulic Mechanism
- Button Tufted Accents
- Available in Black, Gray, White
- **Bar Stool:** 24""W x 22""D x 38-46""H",159.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/ST120_Angelina.png'],True,"['#000000', '#808080', '#FFFFFF']"
Annabelle,st125-annabelle,"- Air Gel Leather
- Chrome Base
- Hydraulic Mechanism
- Vertical Accent Stitching
- Available in Black, Gray, White
- **Bar Stool:** 23""W x 22""D x 37.4-45.2""H",149.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/ST125_Annabelle.png'],True,"['#000000', '#808080', '#FFFFFF']"
Antonio,st130-antonio,"- Air Gel Leather
- Chrome Base
- Hydraulic Mechanism
- Triangle Stitching Accents
- Available in Black, Gray, White
- **Bar Stool:** 20”W x 23""D x 36-44""H",119.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/ST130_Antonio.png'],True,"['#000000', '#808080', '#FFFFFF']"
Aria,st135-aria,"- Air Gel Leather
- Chrome Base
- Hydraulic Mechanism
- Chrome Border Accents
- Triangle Stitching Accents
- Available in Black, Gray, White
- **Bar Stool:** 18”W x 21.3""D x 35-43""H",119.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/ST135_Aria.png'],True,"['#000000', '#808080', '#FFFFFF']"
Ariel,st140-ariel,"- Air Gel Leather
- Chrome Base
- Hydraulic Mechanism
- Squared Stitching Design
- Armless Design
- Available in Black, Gray, White
- **Bar Stool:** 17.3""W x 21""D x 37-44.5""H",119.99,ACCESSORIES COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/ST140_Ariel.png'],True,"['#000000', '#808080', '#FFFFFF']"
